Census,Election_Date,Month,Year,Ward,Polling_Place,Registered_Voters,11_AM_Turnout_Total,11_AM_Absentees_Processed,11_AM_Provisionals,11_AM_Turnout_Percentage,11_AM_Turnout_Projection,4_PM_Turnout_Total,4_PM_Absentees_Processed,4_PM_Provisionals,4_PM_Turnout_Percentage,4_PM_Turnout_Projection,8_PM_Turnout,8_PM_Provisionals,Final_Turnout_Percentage,OBJECTID
2000,11/4/08,November,2008,68,Head Start,1022,329,,NA,0.32,NA,525,,NA,0.51,NA,801,NA,0.78,217
2000,11/4/08,November,2008,69,Midvale,1711,859,,NA,0.5,NA,0,,NA,0,NA,1497,NA,0.87,218
2000,11/4/08,November,2008,70,Hoyt,2025,1174,,NA,0.58,NA,1466,,NA,0.72,NA,1687,NA,0.83,219
2000,11/4/08,November,2008,71,Hoyt,1183,0,,NA,0,NA,725,,NA,0.61,NA,922,NA,0.78,220
2000,11/4/08,November,2008,72,Van Hise,1673,805,,NA,0.48,NA,1261,,NA,0.75,NA,1423,NA,0.85,221
2000,11/4/08,November,2008,73,Hill Farm,1698,689,,NA,0.41,NA,1174,,NA,0.69,NA,1601,NA,0.94,222
2000,11/4/08,November,2008,74,Spring Harbor,2179,829,,NA,0.38,NA,1473,,NA,0.68,NA,1809,NA,0.83,223
2000,11/4/08,November,2008,75,Crestwood,2619,1148,,NA,0.44,NA,1968,,NA,0.75,NA,2235,NA,0.85,224
2000,11/4/08,November,2008,76,Stephens,1218,477,,NA,0.39,NA,862,,NA,0.71,NA,1040,NA,0.85,225
2000,11/4/08,November,2008,77,Stephens,839,236,,NA,0.28,NA,538,,NA,0.64,NA,677,NA,0.81,226
2000,11/4/08,November,2008,78,Muir,1631,700,,NA,0.43,NA,0,,NA,0,NA,1411,NA,0.87,227
2000,11/4/08,November,2008,79,Jefferson,1045,485,,NA,0.46,NA,1135,,NA,1.57,NA,922,NA,0.88,228
2000,11/4/08,November,2008,80,Jefferson,908,0,,NA,0,NA,0,,NA,0,NA,650,NA,0.72,229
2000,11/4/08,November,2008,81,High Point,1979,704,,NA,0.36,NA,1377,,NA,0.7,NA,1709,NA,0.86,230
2000,11/4/08,November,2008,82,Alicia Ashman,2172,998,,NA,0.46,NA,1500,,NA,0.69,NA,1847,NA,0.85,231
2000,11/4/08,November,2008,83,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,232
2000,11/4/08,November,2008,83,The Jefferson,3018,716,,NA,0.24,NA,0,,NA,0,NA,2781,NA,0.92,233
2000,11/4/08,November,2008,84,Odana Hills,1261,0,,NA,0,NA,941,,NA,0.75,NA,1085,NA,0.86,234
2000,11/4/08,November,2008,85,MG&E Innovation,1552,698,,NA,0.45,NA,0,,NA,0,NA,1336,NA,0.86,235
2000,11/4/08,November,2008,86,Toki,2227,928,,NA,0.42,NA,0,,NA,0,NA,1929,NA,0.87,236
2000,11/4/08,November,2008,87,Good Shepherd,1882,764,,NA,0.41,NA,1297,,NA,0.69,NA,1640,NA,0.87,237
2000,11/4/08,November,2008,88,Good Shepherd,621,187,,NA,0.3,NA,565,,NA,0.91,NA,519,NA,0.84,238
2000,11/4/08,November,2008,89,Huegel,792,0,,NA,0,NA,0,,NA,0,NA,710,NA,0.9,239
2000,11/4/08,November,2008,90,Heritage,1244,0,,NA,0,NA,860,,NA,0.69,NA,1063,NA,0.85,240
2000,11/4/08,November,2008,91,Capitoland,1963,857,,NA,0.44,NA,1306,,NA,0.67,NA,1756,NA,0.89,241
2000,11/4/08,November,2008,92,Chavez,2513,1047,,NA,0.42,NA,1784,,NA,0.71,NA,2318,NA,0.92,242
2000,11/4/08,November,2008,93,Heritage,2469,435,,NA,0.18,NA,1451,,NA,0.59,NA,2104,NA,0.85,243
2000,11/4/08,November,2008,94,MPD West,893,370,,NA,0.41,NA,598,,NA,0.67,NA,777,NA,0.87,244
2000,11/4/08,November,2008,95,Falk,841,296,,NA,0.35,NA,0,,NA,0,NA,727,NA,0.86,245
2000,11/4/08,November,2008,96,Falk,2117,968,,NA,0.46,NA,0,,NA,0,NA,1837,NA,0.87,246
2000,11/4/08,November,2008,97,Ice Arena,462,160,,NA,0.35,NA,0,,NA,0,NA,401,NA,0.87,247
2000,11/4/08,November,2008,98,Ice Arena,2411,757,,NA,0.31,NA,0,,NA,0,NA,1999,NA,0.83,248
2000,11/4/08,November,2008,99,Elver Park,3794,1329,,NA,0.35,NA,2568,,NA,0.68,NA,3591,NA,0.95,249
2000,11/4/08,November,2008,100,High Point,2,1,,NA,0.5,NA,2,,NA,1,NA,1,NA,0,250
2000,11/4/08,November,2008,101,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,251
2000,11/4/08,November,2008,102,Heritage,245,435,,NA,1.78,NA,237,,NA,0.97,NA,378,NA,1.54,252
2000,11/4/08,November,2008,103,Heritage,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,253
2000,11/4/08,November,2008,104,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,254
2000,11/4/08,November,2008,105,High Point,0,0,,NA,0,NA,0,,NA,0,NA,3,NA,0,255
2000,11/4/08,November,2008,106,Boys & Girls,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,256
2000,11/4/08,November,2008,107,Elver Park,16,0,,NA,0,NA,0,,NA,0,NA,106,NA,6.63,257
2000,11/4/08,November,2008,108,Sandburg,106,43,,NA,0.41,NA,98,,NA,0.92,NA,140,NA,1.32,258
2000,11/4/08,November,2008,109,High Point,28,114,,NA,4.07,NA,26,,NA,0.93,NA,30,NA,1.07,259
2000,11/4/08,November,2008,110,The Jefferson,168,0,,NA,0,NA,0,,NA,0,NA,198,NA,1.18,260
2000,11/4/08,November,2008,111,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,261
2000,11/4/08,November,2008,112,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,262
2000,11/4/08,November,2008,112,The Jefferson,31,0,,NA,0,NA,0,,NA,0,NA,39,NA,1.26,263
2000,11/4/08,November,2008,113,High Point,10,0,,NA,0,NA,9,,NA,0.9,NA,9,NA,0.9,264
2000,11/4/08,November,2008,114,Elver Park,16,0,,NA,0,NA,0,,NA,0,NA,51,NA,3.19,265
2000,11/4/08,November,2008,115,Kenndy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,266
2000,11/4/08,November,2008,116,Dudgeon,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,267
2000,11/4/08,November,2008,117,#6 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,1,NA,0,268
2000,11/4/08,November,2008,118,#8 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,269
2000,11/4/08,November,2008,119,The Jefferson,5,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,270
2000,11/4/08,November,2008,120,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,271
2000,11/4/08,November,2008,121,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,272
2000,11/4/08,November,2008,122,Elver Park,21,16,,NA,0.76,NA,22,,NA,1.05,NA,20,NA,0.95,273
2000,11/4/08,November,2008,123,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,274
2000,11/4/08,November,2008,124,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,275
2000,11/4/08,November,2008,125,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,2,NA,0,276
2000,11/4/08,November,2008,126,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,277
2000,11/4/08,November,2008,127,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,278
2000,11/4/08,November,2008,128,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,279
2000,11/4/08,November,2008,129,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,280
2000,11/4/08,November,2008,130,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,281
2000,11/4/08,November,2008,131,Elvehjem,1,0,,NA,0,NA,0,,NA,0,NA,1,NA,0,282
2000,11/4/08,November,2008,132,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,1,NA,0,283
2000,11/4/08,November,2008,133,Ntnl Guard,2,2,,NA,1,NA,2,,NA,1,NA,2,NA,1,284
2000,11/4/08,November,2008,134,Ice Arena,0,0,,NA,0,NA,2395,,NA,0,NA,0,NA,0,285
2000,11/4/08,November,2008,135,Chavez,7,0,,NA,0,NA,11,,NA,0,NA,10,NA,0,286
2000,11/4/08,November,2008,136,New Beginnings,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,287
2000,11/4/08,November,2008,137,Falk,4,12,,NA,3,NA,0,,NA,0,NA,14,NA,3.5,288
2000,11/4/08,November,2008,138,Sandburg,0,0,,NA,0,NA,2,,NA,0,NA,3,NA,0,289
2000,11/4/08,November,2008,139,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,290
2000,11/4/08,November,2008,140,Boys & Girls,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,291
2000,11/4/08,November,2008,141,Alicia Ashman,3,0,,NA,0,NA,0,,NA,0,NA,1,NA,0,292
2000,11/4/08,November,2008,142,Elver Park,5,0,,NA,0,NA,0,,NA,0,NA,14,NA,0,293
2000,11/4/08,November,2008,143,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,294
2000,11/4/08,November,2008,144,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,295
2000,11/4/08,November,2008,145,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,296
2000,2/17/09,February,2009,1,Glendale,2758,35,,NA,0.01,NA,87,,NA,0.03,NA,171,NA,0.06,297
2000,2/17/09,February,2009,2,Lake City,2662,53,,NA,0.02,NA,109,,NA,0.04,NA,211,NA,0.08,298
2000,2/17/09,February,2009,3,Elvehjem,1418,27,,NA,0.02,NA,76,,NA,0.05,NA,136,NA,0.1,299
2000,2/17/09,February,2009,4,Elvehjem,1708,24,,NA,0.01,NA,48,,NA,0.03,NA,107,NA,0.06,300
2000,2/17/09,February,2009,131,Elvehjem,1,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,301
2000,2/17/09,February,2009,5,Door Creek Church,2793,44,,NA,0.02,NA,77,,NA,0.03,NA,171,NA,0.06,302
2000,2/17/09,February,2009,5,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,303
2000,2/17/09,February,2009,6,Kennedy,1701,36,,NA,0.02,NA,79,,NA,0.05,NA,131,NA,0.08,304
2000,2/17/09,February,2009,111,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,305
2000,2/17/09,February,2009,115,Kenndy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,306
2000,2/17/09,February,2009,139,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,307
2000,2/17/09,February,2009,7,New Beginnings,1993,39,,NA,0.02,NA,125,,NA,0.06,NA,160,NA,0.08,308
2000,2/17/09,February,2009,136,New Beginnings,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,309
2000,2/17/09,February,2009,8,American Family,2012,29,,NA,0.01,NA,86,,NA,0.04,NA,106,NA,0.05,310
2000,2/17/09,February,2009,9,American Family,1070,13,,NA,0.01,NA,25,,NA,0.02,NA,28,NA,0.03,311
2000,2/17/09,February,2009,10,LaFollette,1745,45,,NA,0.03,NA,80,,NA,0.05,NA,138,NA,0.08,312
2000,2/17/09,February,2009,11,Whitehorse,2656,66,,NA,0.02,NA,148,,NA,0.06,NA,207,NA,0.08,313
2000,2/17/09,February,2009,12,Hawthorne,1332,24,,NA,0.02,NA,48,,NA,0.04,NA,81,NA,0.06,314
2000,2/17/09,February,2009,13,Hawthorne,633,7,,NA,0.01,NA,15,,NA,0.02,NA,31,NA,0.05,315
2000,2/17/09,February,2009,14,MATC Commercial,1497,15,,NA,0.01,NA,43,,NA,0.03,NA,78,NA,0.05,316
2000,2/17/09,February,2009,15,Ntnl Guard,831,19,,NA,0.02,NA,32,,NA,0.04,NA,50,NA,0.06,317
2000,2/17/09,February,2009,21,Ntnl Guard,510,5,,NA,0.01,NA,13,,NA,0.03,NA,15,NA,0.03,318
2000,2/17/09,February,2009,133,Ntnl Guard,2,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,319
2000,2/17/09,February,2009,16,Streets East,823,22,,NA,0.03,NA,30,,NA,0.04,NA,44,NA,0.05,320
2000,2/17/09,February,2009,16,#8 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,321
2000,2/17/09,February,2009,17,Streets East,1980,18,,NA,0.01,NA,36,,NA,0.02,NA,64,NA,0.03,322
2000,2/17/09,February,2009,17,#8 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,323
2000,2/17/09,February,2009,18,#8 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,324
2000,2/17/09,February,2009,118,Streets East,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,325
2000,2/17/09,February,2009,18,Oakwood,1296,41,,NA,0.03,NA,83,,NA,0.06,NA,128,NA,0.1,326
2000,2/17/09,February,2009,19,Sandburg,2406,28,,NA,0.01,NA,78,,NA,0.03,NA,122,NA,0.05,327
2000,2/17/09,February,2009,20,Sandburg,594,8,,NA,0.01,NA,15,,NA,0.03,NA,27,NA,0.05,328
2000,2/17/09,February,2009,108,Sandburg,151,0,,NA,0,NA,2,,NA,0.01,NA,2,NA,0.01,329
2000,2/17/09,February,2009,138,Sandburg,2,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,330
2000,2/17/09,February,2009,22,Mendota,1310,27,,NA,0.02,NA,65,,NA,0.05,NA,122,NA,0.09,331
2000,2/17/09,February,2009,23,Mendota,1064,6,,NA,0.01,NA,14,,NA,0.01,NA,35,NA,0.03,332
2000,2/17/09,February,2009,24,Lindbergh,1586,28,,NA,0.02,NA,72,,NA,0.05,NA,117,NA,0.07,333
2000,2/17/09,February,2009,25,Black Hawk,3194,93,,NA,0.03,NA,227,,NA,0.07,NA,343,NA,0.11,334
2000,2/17/09,February,2009,143,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,335
2000,2/17/09,February,2009,144,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,336
2000,2/17/09,February,2009,26,Warner Park,354,3,,NA,0.01,NA,12,,NA,0.03,NA,14,NA,0.04,337
2000,2/17/09,February,2009,27,Warner Park,1907,41,,NA,0.02,NA,84,,NA,0.04,NA,119,NA,0.06,338
2000,2/17/09,February,2009,28,Warner Park,344,7,,NA,0.02,NA,13,,NA,0.04,NA,20,NA,0.06,339
2000,2/17/09,February,2009,29,Warner Park,364,6,,NA,0.02,NA,29,,NA,0.08,NA,36,NA,0.1,340
2000,2/17/09,February,2009,30,St Paul,1310,44,,NA,0.03,NA,104,,NA,0.08,NA,137,NA,0.1,341
2000,2/17/09,February,2009,31,Sherman,1260,25,,NA,0.02,NA,77,,NA,0.06,NA,69,NA,0.05,342
2000,2/17/09,February,2009,32,East High,2310,37,,NA,0.02,NA,77,,NA,0.03,NA,158,NA,0.07,343
2000,2/17/09,February,2009,33,Olbrich,3182,75,,NA,0.02,NA,154,,NA,0.05,NA,301,NA,0.09,344
2000,2/17/09,February,2009,34,O'Keeffe,3743,79,,NA,0.02,NA,188,,NA,0.05,NA,354,NA,0.09,345
2000,2/17/09,February,2009,35,Wil-Mar,2641,38,,NA,0.01,NA,91,,NA,0.03,NA,171,NA,0.06,346
2000,2/17/09,February,2009,36,MMB,833,7,,NA,0.01,NA,16,,NA,0.02,NA,30,NA,0.04,347
2000,2/17/09,February,2009,37,Tenney,2194,88,,NA,0.04,NA,189,,NA,0.09,NA,329,NA,0.15,348
2000,2/17/09,February,2009,38,Lapham,1976,56,,NA,0.03,NA,127,,NA,0.06,NA,228,NA,0.12,349
2000,2/17/09,February,2009,39,Gates of Heaven,3786,52,,NA,0.01,NA,132,,NA,0.03,NA,232,NA,0.06,350
2000,2/17/09,February,2009,40,Lowell Hall,3160,10,,NA,0,NA,47,,NA,0.01,NA,82,NA,0.03,351
2000,2/17/09,February,2009,41,MATC  ,2655,12,,NA,0,NA,35,,NA,0.01,NA,51,NA,0.02,352
2000,2/17/09,February,2009,42,#1 Fire Stn,4745,5,,NA,0,NA,14,,NA,0,NA,39,NA,0.01,353
2000,2/17/09,February,2009,43,Madison Library,2767,67,,NA,0.02,NA,159,,NA,0.06,NA,228,NA,0.08,354
2000,2/17/09,February,2009,44,Doyle,5940,32,,NA,0.01,NA,70,,NA,0.01,NA,128,NA,0.02,355
2000,2/17/09,February,2009,45,Gordon Commons,3497,30,,NA,0.01,NA,145,,NA,0.04,NA,274,NA,0.08,356
2000,2/17/09,February,2009,46,Memorial Library,4098,16,,NA,0,NA,64,,NA,0.02,NA,127,NA,0.03,357
2000,2/17/09,February,2009,47,Memorial Union,2104,7,,NA,0,NA,27,,NA,0.01,NA,68,NA,0.03,358
2000,2/17/09,February,2009,48,Porchlight,3376,14,,NA,0,NA,46,,NA,0.01,NA,73,NA,0.02,359
2000,2/17/09,February,2009,49,Brittingham,1432,16,,NA,0.01,NA,35,,NA,0.02,NA,51,NA,0.04,360
2000,2/17/09,February,2009,50,St James,3804,51,,NA,0.01,NA,108,,NA,0.03,NA,191,NA,0.05,361
2000,2/17/09,February,2009,51,Trinity UMC,1380,16,,NA,0.01,NA,39,,NA,0.03,NA,83,NA,0.06,362
2000,2/17/09,February,2009,52,Bjarne Romnes,2297,45,,NA,0.02,NA,115,,NA,0.05,NA,189,NA,0.08,363
2000,2/17/09,February,2009,53,Boys & Girls,832,4,,NA,0,NA,11,,NA,0.01,NA,28,NA,0.03,364
2000,2/17/09,February,2009,106,Boys & Girls,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,365
2000,2/17/09,February,2009,140,Boys & Girls,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,366
2000,2/17/09,February,2009,54,Bridge-Lake,1343,19,,NA,0.01,NA,47,,NA,0.03,NA,82,NA,0.06,367
2000,2/17/09,February,2009,55,MPD South,130,0,,NA,0,NA,2,,NA,0.02,NA,4,NA,0.03,368
2000,2/17/09,February,2009,56,MPD South,1635,28,,NA,0.02,NA,55,,NA,0.03,NA,75,NA,0.05,369
2000,2/17/09,February,2009,56,Nghbrhd Interv,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,370
2000,2/17/09,February,2009,57,#6 Fire Stn,912,6,,NA,0.01,NA,19,,NA,0.02,NA,27,NA,0.03,371
2000,2/17/09,February,2009,117,#6 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,372
2000,2/17/09,February,2009,58,Leopold,680,1,,NA,0,NA,2,,NA,0,NA,22,NA,0.03,373
2000,2/17/09,February,2009,59,Leopold,1484,27,,NA,0.02,NA,62,,NA,0.04,NA,108,NA,0.07,374
2000,2/17/09,February,2009,60,1st Congregatnl,916,0,,NA,0,NA,3,,NA,0,NA,3,NA,0,375
2000,2/17/09,February,2009,61,1st Congregatnl,3632,40,,NA,0.01,NA,88,,NA,0.02,NA,156,NA,0.04,376
2000,2/17/09,February,2009,62,Holt Commons,1618,4,,NA,0,NA,13,,NA,0.01,NA,21,NA,0.01,377
2000,2/17/09,February,2009,63,Eagle Hts,975,6,,NA,0.01,NA,14,,NA,0.01,NA,33,NA,0.03,378
2000,2/17/09,February,2009,64,West High,2600,34,,NA,0.01,NA,90,,NA,0.03,NA,173,NA,0.07,379
2000,2/17/09,February,2009,65,Blessed Sacrament,1866,79,,NA,0.04,NA,150,,NA,0.08,NA,271,NA,0.15,380
2000,2/17/09,February,2009,66,Dudgeon,2183,60,,NA,0.03,NA,139,,NA,0.06,NA,214,NA,0.1,381
2000,2/17/09,February,2009,116,Dudgeon,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,382
2000,2/17/09,February,2009,67,Thoreau,2789,67,,NA,0.02,NA,184,,NA,0.07,NA,295,NA,0.11,383
2000,2/17/09,February,2009,68,Head Start,1172,16,,NA,0.01,NA,31,,NA,0.03,NA,48,NA,0.04,384
2000,2/17/09,February,2009,69,Midvale,1787,45,,NA,0.03,NA,137,,NA,0.08,NA,233,NA,0.13,385
2000,2/17/09,February,2009,70,Hoyt,2129,60,,NA,0.03,NA,158,,NA,0.07,NA,233,NA,0.11,386
2000,2/17/09,February,2009,71,Hoyt,1290,36,,NA,0.03,NA,72,,NA,0.06,NA,105,NA,0.08,387
2000,2/17/09,February,2009,72,Van Hise,1729,113,,NA,0.07,NA,202,,NA,0.12,NA,358,NA,0.21,388
2000,2/17/09,February,2009,73,Hill Farm,2189,48,,NA,0.02,NA,158,,NA,0.07,NA,214,NA,0.1,389
2000,2/17/09,February,2009,74,Spring Harbor,2332,55,,NA,0.02,NA,128,,NA,0.05,NA,209,NA,0.09,390
2000,2/17/09,February,2009,75,Crestwood,2756,94,,NA,0.03,NA,184,,NA,0.07,NA,314,NA,0.11,391
2000,2/17/09,February,2009,76,Stephens,1298,51,,NA,0.04,NA,116,,NA,0.09,NA,189,NA,0.15,392
2000,2/17/09,February,2009,77,Stephens,931,19,,NA,0.02,NA,124,,NA,0.13,NA,205,NA,0.22,393
2000,2/17/09,February,2009,78,Muir,1724,52,,NA,0.03,NA,103,,NA,0.06,NA,197,NA,0.11,394
2000,2/17/09,February,2009,79,Jefferson,1138,30,,NA,0.03,NA,78,,NA,0.07,NA,120,NA,0.11,395
2000,2/17/09,February,2009,80,Jefferson,1023,6,,NA,0.01,NA,12,,NA,0.01,NA,19,NA,0.02,396
2000,2/17/09,February,2009,81,High Point,2134,49,,NA,0.02,NA,110,,NA,0.05,NA,173,NA,0.08,397
2000,2/17/09,February,2009,83,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,398
2000,2/17/09,February,2009,100,High Point,1,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,399
2000,2/17/09,February,2009,104,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,400
2000,2/17/09,February,2009,105,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,401
2000,2/17/09,February,2009,109,High Point,54,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,402
2000,2/17/09,February,2009,112,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,403
2000,2/17/09,February,2009,113,High Point,11,1,,NA,0.09,NA,2,,NA,0.18,NA,2,NA,0.18,404
2000,2/17/09,February,2009,145,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,405
2000,2/17/09,February,2009,82,Alicia Ashman,2310,71,,NA,0.03,NA,127,,NA,0.05,NA,241,NA,0.1,406
2000,2/17/09,February,2009,101,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,407
2000,2/17/09,February,2009,127,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,408
2000,2/17/09,February,2009,132,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,409
2000,2/17/09,February,2009,141,Alicia Ashman,6,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,410
2000,2/17/09,February,2009,83,The Jefferson,3627,78,,NA,0.02,NA,136,,NA,0.04,NA,241,NA,0.07,411
2000,2/17/09,February,2009,110,The Jefferson,223,0,,NA,0,NA,3,,NA,0.01,NA,5,NA,0.02,412
2000,2/17/09,February,2009,112,The Jefferson,56,0,,NA,0,NA,3,,NA,0.05,NA,6,NA,0.11,413
2000,2/17/09,February,2009,119,The Jefferson,5,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,414
2000,2/17/09,February,2009,120,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,415
2000,2/17/09,February,2009,129,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,416
2000,2/17/09,February,2009,84,Odana Hills,1291,60,,NA,0.05,NA,136,,NA,0.11,NA,212,NA,0.16,417
2000,2/17/09,February,2009,85,MG&E Innovation,1622,62,,NA,0.04,NA,148,,NA,0.09,NA,197,NA,0.12,418
2000,2/17/09,February,2009,86,Toki,2195,63,,NA,0.03,NA,154,,NA,0.07,NA,246,NA,0.11,419
2000,2/17/09,February,2009,87,Good Shepherd,2040,58,,NA,0.03,NA,125,,NA,0.06,NA,189,NA,0.09,420
2000,2/17/09,February,2009,88,Good Shepherd,702,8,,NA,0.01,NA,18,,NA,0.03,NA,27,NA,0.04,421
2000,2/17/09,February,2009,89,Huegel,839,21,,NA,0.03,NA,42,,NA,0.05,NA,88,NA,0.1,422
2000,2/17/09,February,2009,90,Heritage,1378,15,,NA,0.01,NA,32,,NA,0.02,NA,72,NA,0.05,423
2000,2/17/09,February,2009,103,Heritage,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,424
2000,2/17/09,February,2009,91,Capitoland,2229,17,,NA,0.01,NA,42,,NA,0.02,NA,113,NA,0.05,425
2000,2/17/09,February,2009,92,Chavez,2872,49,,NA,0.02,NA,92,,NA,0.03,NA,181,NA,0.06,426
2000,2/17/09,February,2009,135,Chavez,20,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,427
2000,2/17/09,February,2009,93,McKee,2792,23,,NA,0.01,NA,58,,NA,0.02,NA,124,NA,0.04,428
2000,2/17/09,February,2009,93,Heritage,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,429
2000,2/17/09,February,2009,102,McKee,354,7,,NA,0.02,NA,10,,NA,0.03,NA,22,NA,0.06,430
2000,2/17/09,February,2009,94,MPD West,1007,26,,NA,0.03,NA,48,,NA,0.05,NA,78,NA,0.08,431
2000,2/17/09,February,2009,121,MPD West,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,432
2000,2/17/09,February,2009,122,MPD West,36,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,433
2000,2/17/09,February,2009,123,MPD West,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,434
2000,2/17/09,February,2009,124,MPD West,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,435
2000,2/17/09,February,2009,95,Falk,841,11,,NA,0.01,NA,29,,NA,0.03,NA,56,NA,0.07,436
2000,2/17/09,February,2009,96,Falk,2117,50,,NA,0.02,NA,124,,NA,0.06,NA,201,NA,0.09,437
2000,2/17/09,February,2009,126,Falk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,438
2000,2/17/09,February,2009,137,Falk,23,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,439
2000,2/17/09,February,2009,97,Ice Arena,514,26,,NA,0.05,NA,51,,NA,0.1,NA,56,NA,0.11,440
2000,2/17/09,February,2009,98,Ice Arena,2843,21,,NA,0.01,NA,72,,NA,0.03,NA,84,NA,0.03,441
2000,2/17/09,February,2009,128,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,442
2000,2/17/09,February,2009,130,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,443
2000,2/17/09,February,2009,134,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,444
2000,2/17/09,February,2009,99,Our Redeemer,4574,63,,NA,0.01,NA,144,,NA,0.03,NA,182,NA,0.04,445
2000,2/17/09,February,2009,99,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,446
2000,2/17/09,February,2009,107,Our Redeemer,118,0,,NA,0,NA,0,,NA,0,NA,1,NA,0.01,447
2000,2/17/09,February,2009,114,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,448
