Census,Election_Date,Month,Year,Ward,Polling_Place,Registered_Voters,11_AM_Turnout_Total,11_AM_Absentees_Processed,11_AM_Provisionals,11_AM_Turnout_Percentage,11_AM_Turnout_Projection,4_PM_Turnout_Total,4_PM_Absentees_Processed,4_PM_Provisionals,4_PM_Turnout_Percentage,4_PM_Turnout_Projection,8_PM_Turnout,8_PM_Provisionals,Final_Turnout_Percentage,OBJECTID
2000,2/15/11,February,2011,56,MPD South,1442,49,,NA,0.03,NA,136,,NA,0.09,NA,235,NA,0.16,1156
2000,2/15/11,February,2011,56,Nghbrhd Interv,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1157
2000,2/15/11,February,2011,57,Village on Park,724,22,,NA,0.03,NA,51,,NA,0.07,NA,83,NA,0.11,1158
2000,2/15/11,February,2011,117,Village on Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1159
2000,2/15/11,February,2011,58,Leopold,529,20,,NA,0.04,NA,38,,NA,0.07,NA,66,NA,0.12,1160
2000,2/15/11,February,2011,59,Leopold,1399,68,,NA,0.05,NA,195,,NA,0.14,NA,336,NA,0.24,1161
2000,2/15/11,February,2011,60,1st Congregatnl,679,4,,NA,0.01,NA,9,,NA,0.01,NA,14,NA,0.02,1162
2000,2/15/11,February,2011,61,1st Congregatnl,2927,103,,NA,0.04,NA,269,,NA,0.09,NA,431,NA,0.15,1163
2000,2/15/11,February,2011,62,Holt Commons,1586,14,,NA,0.01,NA,45,,NA,0.03,NA,87,NA,0.05,1164
2000,2/15/11,February,2011,63,Eagle Hts,856,23,,NA,0.03,NA,43,,NA,0.05,NA,92,NA,0.11,1165
2000,2/15/11,February,2011,64,West High,2188,126,,NA,0.06,NA,271,,NA,0.12,NA,501,NA,0.23,1166
2000,2/15/11,February,2011,65,Blessed Sacrament,1728,229,,NA,0.13,NA,423,,NA,0.24,NA,784,NA,0.45,1167
2000,2/15/11,February,2011,66,Dudgeon,2064,166,,NA,0.08,NA,371,,NA,0.18,NA,645,NA,0.31,1168
2000,2/15/11,February,2011,116,Dudgeon,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1169
2000,2/15/11,February,2011,67,Thoreau,2652,234,,NA,0.09,NA,502,,NA,0.19,NA,915,NA,0.35,1170
2000,2/15/11,February,2011,68,Head Start,969,41,,NA,0.04,NA,91,,NA,0.09,NA,164,NA,0.17,1171
2000,2/15/11,February,2011,68,Head Start,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1172
2000,2/15/11,February,2011,69,Midvale,1722,187,,NA,0.11,NA,426,,NA,0.25,NA,690,NA,0.4,1173
2000,2/15/11,February,2011,70,Hoyt,2000,193,,NA,0.1,NA,426,,NA,0.21,NA,692,NA,0.35,1174
2000,2/15/11,February,2011,71,Hoyt,1190,82,,NA,0.07,NA,159,,NA,0.13,NA,283,NA,0.24,1175
2000,2/15/11,February,2011,72,Covenant Presbyterian,1639,175,,NA,0.11,NA,385,,NA,0.23,NA,675,NA,0.41,1176
2000,2/15/11,February,2011,73,Hill Farm,1959,124,,NA,0.06,NA,331,,NA,0.17,NA,458,NA,0.23,1177
2000,2/15/11,February,2011,74,Spring Harbor,2120,195,,NA,0.09,NA,384,,NA,0.18,NA,645,NA,0.3,1178
2000,2/15/11,February,2011,75,Crestwood,2582,207,,NA,0.08,NA,520,,NA,0.2,NA,896,NA,0.35,1179
2000,2/15/11,February,2011,76,Stephens,1213,100,,NA,0.08,NA,285,,NA,0.23,NA,430,NA,0.35,1180
2000,2/15/11,February,2011,77,Stephens,827,63,,NA,0.08,NA,227,,NA,0.27,NA,315,NA,0.38,1181
2000,2/15/11,February,2011,78,Muir,1613,120,,NA,0.07,NA,282,,NA,0.17,NA,507,NA,0.31,1182
2000,2/15/11,February,2011,79,Lussier,1034,87,,NA,0.08,NA,188,,NA,0.18,NA,285,NA,0.28,1183
2000,2/15/11,February,2011,80,Lussier,789,25,,NA,0.03,NA,49,,NA,0.06,NA,85,NA,0.11,1184
2000,2/15/11,February,2011,81,High Point,1977,136,,NA,0.07,NA,331,,NA,0.17,NA,504,NA,0.25,1185
2000,2/15/11,February,2011,83,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1186
2000,2/15/11,February,2011,100,High Point,4,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1187
2000,2/15/11,February,2011,104,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1188
2000,2/15/11,February,2011,105,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1189
2000,2/15/11,February,2011,109,High Point,57,0,,NA,0,NA,0,,NA,0,NA,2,NA,0.04,1190
2000,2/15/11,February,2011,112,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1191
2000,2/15/11,February,2011,113,High Point,14,2,,NA,0.14,NA,2,,NA,0.14,NA,3,NA,0.21,1192
2000,2/15/11,February,2011,145,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1193
2000,2/15/11,February,2011,82,Alicia Ashman,2083,203,,NA,0.1,NA,409,,NA,0.2,NA,632,NA,0.3,1194
2000,2/15/11,February,2011,101,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1195
2000,2/15/11,February,2011,127,Alicia Ashman,49,0,,NA,0,NA,2,,NA,0.04,NA,6,NA,0.12,1196
2000,2/15/11,February,2011,132,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1197
2000,2/15/11,February,2011,141,Alicia Ashman,5,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1198
2000,2/15/11,February,2011,83,The Jefferson,3305,292,,NA,0.09,NA,506,,NA,0.15,NA,720,NA,0.22,1199
2000,2/15/11,February,2011,110,The Jefferson,236,8,,NA,0.03,NA,17,,NA,0.07,NA,34,NA,0.14,1200
2000,2/15/11,February,2011,112,The Jefferson,87,6,,NA,0.07,NA,7,,NA,0.08,NA,17,NA,0.2,1201
2000,2/15/11,February,2011,119,The Jefferson,5,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1202
2000,2/15/11,February,2011,120,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1203
2000,2/15/11,February,2011,129,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1204
2000,2/15/11,February,2011,84,Odana Hills,1253,133,,NA,0.11,NA,322,,NA,0.26,NA,506,NA,0.4,1205
2000,2/15/11,February,2011,85,MG&E Innovation,1531,152,,NA,0.1,NA,340,,NA,0.22,NA,547,NA,0.36,1206
2000,2/15/11,February,2011,86,Toki,2167,186,,NA,0.09,NA,406,,NA,0.19,NA,672,NA,0.31,1207
2000,2/15/11,February,2011,87,Good Shepherd,1800,153,,NA,0.09,NA,356,,NA,0.2,NA,557,NA,0.31,1208
2000,2/15/11,February,2011,88,Good Shepherd,597,32,,NA,0.05,NA,72,,NA,0.12,NA,105,NA,0.18,1209
2000,2/15/11,February,2011,89,Huegel,793,49,,NA,0.06,NA,107,,NA,0.13,NA,237,NA,0.3,1210
2000,2/15/11,February,2011,90,Heritage,1233,51,,NA,0.04,NA,107,,NA,0.09,NA,221,NA,0.18,1211
2000,2/15/11,February,2011,103,Heritage,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1212
2000,2/15/11,February,2011,91,St. Mary's,1923,52,,NA,0.03,NA,144,,NA,0.07,NA,315,NA,0.16,1213
2000,2/15/11,February,2011,91,Capitoland,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1214
2000,2/15/11,February,2011,92,Chavez,2679,121,,NA,0.05,NA,262,,NA,0.1,NA,549,NA,0.2,1215
2000,2/15/11,February,2011,135,Chavez,37,1,,NA,0.03,NA,2,,NA,0.05,NA,3,NA,0.08,1216
2000,2/15/11,February,2011,93,McKee,2468,116,,NA,0.05,NA,250,,NA,0.1,NA,75,NA,0.03,1217
2000,2/15/11,February,2011,93,Heritage,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1218
2000,2/15/11,February,2011,102,McKee,388,14,,NA,0.04,NA,35,,NA,0.09,NA,410,NA,1.06,1219
2000,2/15/11,February,2011,94,MPD West,891,51,,NA,0.06,NA,110,,NA,0.12,NA,205,NA,0.23,1220
2000,2/15/11,February,2011,121,MPD West,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1221
2000,2/15/11,February,2011,122,MPD West,48,1,,NA,0.02,NA,3,,NA,0.06,NA,8,NA,0.17,1222
2000,2/15/11,February,2011,123,MPD West,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1223
2000,2/15/11,February,2011,124,MPD West,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1224
2000,2/15/11,February,2011,95,Falk,777,40,,NA,0.05,NA,95,,NA,0.12,NA,174,NA,0.22,1225
2000,2/15/11,February,2011,96,Falk,2046,140,,NA,0.07,NA,347,,NA,0.17,NA,574,NA,0.28,1226
2000,2/15/11,February,2011,126,Falk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1227
2000,2/15/11,February,2011,137,Falk,55,1,,NA,0.02,NA,6,,NA,0.11,NA,8,NA,0.15,1228
2000,2/15/11,February,2011,97,Ice Arena,438,47,,NA,0.11,NA,116,,NA,0.26,NA,138,NA,0.32,1229
2000,2/15/11,February,2011,98,Ice Arena,2315,95,,NA,0.04,NA,240,,NA,0.1,NA,329,NA,0.14,1230
2000,2/15/11,February,2011,128,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1231
2000,2/15/11,February,2011,130,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1232
2000,2/15/11,February,2011,134,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1233
2000,2/15/11,February,2011,99,Our Redeemer,4340,240,,NA,0.06,NA,496,,NA,0.11,NA,749,NA,0.17,1234
2000,2/15/11,February,2011,99,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1235
2000,2/15/11,February,2011,107,Our Redeemer,183,0,,NA,0,NA,16,,NA,0.09,NA,20,NA,0.11,1236
2000,2/15/11,February,2011,114,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1237
2000,2/15/11,February,2011,114,Our Redeemer,151,0,,NA,0,NA,0,,NA,0,NA,20,NA,0.13,1238
2000,2/15/11,February,2011,125,Our Redeemer,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1239
2000,2/15/11,February,2011,142,Our Redeemer,0,0,,NA,0,NA,0,,NA,0,NA,2,NA,0,1240
2000,4/5/11,April,2011,1,Glendale,2844,499,,NA,0.18,NA,1028,,NA,0.36,NA,1643,NA,0.58,1241
2000,4/5/11,April,2011,2,City Church,2492,509,,NA,0.2,NA,1128,,NA,0.45,NA,1687,NA,0.68,1242
2000,4/5/11,April,2011,2,Lake City,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1243
2000,4/5/11,April,2011,3,Elvehjem,1310,268,,NA,0.2,NA,554,,NA,0.42,NA,896,NA,0.68,1244
2000,4/5/11,April,2011,4,Elvehjem,1527,302,,NA,0.2,NA,601,,NA,0.39,NA,929,NA,0.61,1245
2000,4/5/11,April,2011,131,Elvehjem,3,2,,NA,0.67,NA,2,,NA,0.67,NA,3,NA,1,1246
2000,4/5/11,April,2011,5,Door Creek Church,3018,590,,NA,0.2,NA,1258,,NA,0.42,NA,1891,NA,0.63,1247
2000,4/5/11,April,2011,5,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1248
2000,4/5/11,April,2011,6,Kennedy,1567,404,,NA,0.26,NA,793,,NA,0.51,NA,1178,NA,0.75,1249
2000,4/5/11,April,2011,111,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1250
2000,4/5/11,April,2011,115,Kenndy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1251
2000,4/5/11,April,2011,139,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1252
2000,4/5/11,April,2011,7,New Beginnings,1869,441,,NA,0.24,NA,840,,NA,0.45,NA,1253,NA,0.67,1253
2000,4/5/11,April,2011,136,New Beginnings,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1254
2000,4/5/11,April,2011,8,American Family,1687,244,,NA,0.14,NA,581,,NA,0.34,NA,851,NA,0.5,1255
2000,4/5/11,April,2011,9,American Family,869,85,,NA,0.1,NA,226,,NA,0.26,NA,369,NA,0.42,1256
2000,4/5/11,April,2011,10,LaFollette,1619,416,,NA,0.26,NA,762,,NA,0.47,NA,1145,NA,0.71,1257
2000,4/5/11,April,2011,11,Whitehorse,2473,587,,NA,0.24,NA,1043,,NA,0.42,NA,1663,NA,0.67,1258
2000,4/5/11,April,2011,12,Hawthorne,1178,225,,NA,0.19,NA,485,,NA,0.41,NA,703,NA,0.6,1259
2000,4/5/11,April,2011,13,Hawthorne,567,100,,NA,0.18,NA,225,,NA,0.4,NA,313,NA,0.55,1260
2000,4/5/11,April,2011,14,Madison College Commercial,1323,232,,NA,0.18,NA,500,,NA,0.38,NA,785,NA,0.59,1261
2000,4/5/11,April,2011,15,Madison Armory,730,122,,NA,0.17,NA,276,,NA,0.38,NA,428,NA,0.59,1262
2000,4/5/11,April,2011,21,Madison Armory,410,41,,NA,0.1,NA,107,,NA,0.26,NA,173,NA,0.42,1263
2000,4/5/11,April,2011,21,Ntnl Guard,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1264
2000,4/5/11,April,2011,133,Madison Armory,3,0,,NA,0,NA,0,,NA,0,NA,4,NA,1.33,1265
2000,4/5/11,April,2011,16,HyVee,722,127,,NA,0.18,NA,260,,NA,0.36,NA,415,NA,0.57,1266
2000,4/5/11,April,2011,16,#8 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1267
2000,4/5/11,April,2011,17,HyVee,1663,241,,NA,0.14,NA,507,,NA,0.3,NA,921,NA,0.55,1268
2000,4/5/11,April,2011,17,#8 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1269
2000,4/5/11,April,2011,18,#8 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1270
2000,4/5/11,April,2011,118,HyVee,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1271
2000,4/5/11,April,2011,18,Oakwood,1284,229,,NA,0.18,NA,430,,NA,0.33,NA,664,NA,0.52,1272
2000,4/5/11,April,2011,19,Sandburg,2032,295,,NA,0.15,NA,614,,NA,0.3,NA,1049,NA,0.52,1273
2000,4/5/11,April,2011,20,Sandburg,546,91,,NA,0.17,NA,165,,NA,0.3,NA,320,NA,0.59,1274
2000,4/5/11,April,2011,108,Sandburg,160,24,,NA,0.15,NA,50,,NA,0.31,NA,98,NA,0.61,1275
2000,4/5/11,April,2011,138,Sandburg,2,0,,NA,0,NA,0,,NA,0,NA,1,NA,0.5,1276
2000,4/5/11,April,2011,22,Mendota,1210,276,,NA,0.23,NA,526,,NA,0.43,NA,828,NA,0.68,1277
2000,4/5/11,April,2011,23,Mendota,906,131,,NA,0.14,NA,262,,NA,0.29,NA,446,NA,0.49,1278
2000,4/5/11,April,2011,24,Lindbergh,1499,321,,NA,0.21,NA,607,,NA,0.4,NA,1043,NA,0.7,1279
2000,4/5/11,April,2011,25,Black Hawk,2982,593,,NA,0.2,NA,1325,,NA,0.44,NA,2130,NA,0.71,1280
2000,4/5/11,April,2011,143,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1281
2000,4/5/11,April,2011,144,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1282
2000,4/5/11,April,2011,146,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1283
2000,4/5/11,April,2011,147,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1284
2000,4/5/11,April,2011,26,Warner Park,321,69,,NA,0.21,NA,124,,NA,0.39,NA,203,NA,0.63,1285
2000,4/5/11,April,2011,27,Warner Park,1689,306,,NA,0.18,NA,660,,NA,0.39,NA,910,NA,0.54,1286
2000,4/5/11,April,2011,28,Warner Park,298,49,,NA,0.16,NA,106,,NA,0.36,NA,152,NA,0.51,1287
2000,4/5/11,April,2011,29,Warner Park,346,68,,NA,0.2,NA,152,,NA,0.44,NA,237,NA,0.68,1288
2000,4/5/11,April,2011,30,St Paul,1217,251,,NA,0.21,NA,576,,NA,0.47,NA,822,NA,0.68,1289
2000,4/5/11,April,2011,31,Sherman,1094,186,,NA,0.17,NA,436,,NA,0.4,NA,649,NA,0.59,1290
2000,4/5/11,April,2011,32,East High,2148,437,,NA,0.2,NA,882,,NA,0.41,NA,1419,NA,0.66,1291
2000,4/5/11,April,2011,33,Olbrich,2983,687,,NA,0.23,NA,1383,,NA,0.46,NA,2240,NA,0.75,1292
2000,4/5/11,April,2011,34,O'Keeffe,3469,888,,NA,0.26,NA,1700,,NA,0.49,NA,2444,NA,0.7,1293
2000,4/5/11,April,2011,35,Wil-Mar,2427,486,,NA,0.2,NA,932,,NA,0.38,NA,1448,NA,0.6,1294
2000,4/5/11,April,2011,36,MMB,748,89,,NA,0.12,NA,246,,NA,0.33,NA,384,NA,0.51,1295
2000,4/5/11,April,2011,37,Tenney,1930,396,,NA,0.21,NA,817,,NA,0.42,NA,1145,NA,0.59,1296
2000,4/5/11,April,2011,38,Lapham,1759,343,,NA,0.19,NA,623,,NA,0.35,NA,1048,NA,0.6,1297
2000,4/5/11,April,2011,39,Gates of Heaven,3190,407,,NA,0.13,NA,870,,NA,0.27,NA,1474,NA,0.46,1298
2000,4/5/11,April,2011,40,Lowell Center,2517,124,,NA,0.05,NA,411,,NA,0.16,NA,733,NA,0.29,1299
2000,4/5/11,April,2011,41,Madison College Carroll,2081,119,,NA,0.06,NA,366,,NA,0.18,NA,598,NA,0.29,1300
2000,4/5/11,April,2011,42,#1 Fire Stn,3659,96,,NA,0.03,NA,366,,NA,0.1,NA,678,NA,0.19,1301
2000,4/5/11,April,2011,43,Madison Library,2438,350,,NA,0.14,NA,921,,NA,0.38,NA,1276,NA,0.52,1302
2000,4/5/11,April,2011,44,Doyle,4539,245,,NA,0.05,NA,824,,NA,0.18,NA,1610,NA,0.35,1303
2000,4/5/11,April,2011,45,Gordon Commons,3180,67,,NA,0.02,NA,398,,NA,0.13,NA,706,NA,0.22,1304
2000,4/5/11,April,2011,46,Memorial Library,3315,103,,NA,0.03,NA,398,,NA,0.12,NA,659,NA,0.2,1305
2000,4/5/11,April,2011,47,Memorial Union,1842,72,,NA,0.04,NA,328,,NA,0.18,NA,577,NA,0.31,1306
2000,4/5/11,April,2011,48,Porchlight,2874,119,,NA,0.04,NA,432,,NA,0.15,NA,744,NA,0.26,1307
2000,4/5/11,April,2011,49,Brittingham,1226,125,,NA,0.1,NA,300,,NA,0.24,NA,492,NA,0.4,1308
2000,4/5/11,April,2011,50,St James,3207,442,,NA,0.14,NA,934,,NA,0.29,NA,1377,NA,0.43,1309
2000,4/5/11,April,2011,51,Trinity UMC,1375,255,,NA,0.19,NA,486,,NA,0.35,NA,736,NA,0.54,1310
2000,4/5/11,April,2011,52,Bjarne Romnes,2065,444,,NA,0.22,NA,864,,NA,0.42,NA,1309,NA,0.63,1311
2000,4/5/11,April,2011,53,Boys & Girls,725,86,,NA,0.12,NA,177,,NA,0.24,NA,312,NA,0.43,1312
2000,4/5/11,April,2011,106,Boys & Girls,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1313
2000,4/5/11,April,2011,140,Boys & Girls,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1314
2000,4/5/11,April,2011,54,Bridge-Lake,1193,207,,NA,0.17,NA,512,,NA,0.43,NA,699,NA,0.59,1315
2000,4/5/11,April,2011,55,MPD South,121,7,,NA,0.06,NA,35,,NA,0.29,NA,51,NA,0.42,1316
2000,4/5/11,April,2011,56,MPD South,1442,232,,NA,0.16,NA,526,,NA,0.36,NA,745,NA,0.52,1317
2000,4/5/11,April,2011,56,Nghbrhd Interv,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1318
2000,4/5/11,April,2011,57,Village on Park,724,55,,NA,0.08,NA,145,,NA,0.2,NA,272,NA,0.38,1319
2000,4/5/11,April,2011,117,Village on Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1320
2000,4/5/11,April,2011,58,Leopold,529,60,,NA,0.11,NA,130,,NA,0.25,NA,214,NA,0.4,1321
2000,4/5/11,April,2011,59,Leopold,1399,258,,NA,0.18,NA,476,,NA,0.34,NA,768,NA,0.55,1322
2000,4/5/11,April,2011,60,1st Congregatnl,679,27,,NA,0.04,NA,95,,NA,0.14,NA,169,NA,0.25,1323
2000,4/5/11,April,2011,61,1st Congregatnl,2927,391,,NA,0.13,NA,776,,NA,0.27,NA,1204,NA,0.41,1324
2000,4/5/11,April,2011,62,Holt Commons,1586,85,,NA,0.05,NA,273,,NA,0.17,NA,460,NA,0.29,1325
2000,4/5/11,April,2011,63,Eagle Hts,856,114,,NA,0.13,NA,184,,NA,0.21,NA,335,NA,0.39,1326
2000,4/5/11,April,2011,64,West High,2188,349,,NA,0.16,NA,710,,NA,0.32,NA,1102,NA,0.5,1327
2000,4/5/11,April,2011,65,Blessed Sacrament,1728,550,,NA,0.32,NA,940,,NA,0.54,NA,1305,NA,0.76,1328
2000,4/5/11,April,2011,66,Dudgeon,2064,510,,NA,0.25,NA,954,,NA,0.46,NA,1320,NA,0.64,1329
2000,4/5/11,April,2011,116,Dudgeon,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1330
2000,4/5/11,April,2011,67,Thoreau,2652,564,,NA,0.21,NA,1107,,NA,0.42,NA,1787,NA,0.67,1331
2000,4/5/11,April,2011,68,Head Start,969,122,,NA,0.13,NA,256,,NA,0.26,NA,450,NA,0.46,1332
2000,4/5/11,April,2011,69,Midvale,1722,466,,NA,0.27,NA,986,,NA,0.57,NA,1343,NA,0.78,1333
2000,4/5/11,April,2011,70,Hoyt,2000,477,,NA,0.24,NA,891,,NA,0.45,NA,1391,NA,0.7,1334
2000,4/5/11,April,2011,71,Hoyt,1190,234,,NA,0.2,NA,437,,NA,0.37,NA,694,NA,0.58,1335
2000,4/5/11,April,2011,72,Covenant Presbyterian,1639,501,,NA,0.31,NA,897,,NA,0.55,NA,1203,NA,0.73,1336
2000,4/5/11,April,2011,73,Hill Farm,1959,335,,NA,0.17,NA,745,,NA,0.38,NA,1104,NA,0.56,1337
2000,4/5/11,April,2011,74,Spring Harbor,2120,512,,NA,0.24,NA,940,,NA,0.44,NA,1344,NA,0.63,1338
2000,4/5/11,April,2011,75,Crestwood,2582,675,,NA,0.26,NA,1243,,NA,0.48,NA,1785,NA,0.69,1339
2000,4/5/11,April,2011,76,Stephens,1213,299,,NA,0.25,NA,581,,NA,0.48,NA,852,NA,0.7,1340
2000,4/5/11,April,2011,77,Stephens,827,122,,NA,0.15,NA,424,,NA,0.51,NA,488,NA,0.59,1341
2000,4/5/11,April,2011,78,Muir,1613,334,,NA,0.21,NA,712,,NA,0.44,NA,1113,NA,0.69,1342
2000,4/5/11,April,2011,79,Lussier,1034,213,,NA,0.21,NA,471,,NA,0.46,NA,651,NA,0.63,1343
2000,4/5/11,April,2011,80,Lussier,789,73,,NA,0.09,NA,196,,NA,0.25,NA,306,NA,0.39,1344
2000,4/5/11,April,2011,81,High Point,1977,382,,NA,0.19,NA,785,,NA,0.4,NA,1175,NA,0.59,1345
2000,4/5/11,April,2011,83,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1346
2000,4/5/11,April,2011,100,High Point,4,0,,NA,0,NA,0,,NA,0,NA,5,NA,1.25,1347
2000,4/5/11,April,2011,104,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1348
2000,4/5/11,April,2011,105,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1349
2000,4/5/11,April,2011,109,High Point,57,1,,NA,0.02,NA,11,,NA,0.19,NA,19,NA,0.33,1350
2000,4/5/11,April,2011,112,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1351
2000,4/5/11,April,2011,113,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1352
2000,4/5/11,April,2011,113,High Point,14,2,,NA,0.14,NA,5,,NA,0.36,NA,7,NA,0.5,1353
2000,4/5/11,April,2011,145,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1354
2000,4/5/11,April,2011,82,Alicia Ashman,2083,534,,NA,0.26,NA,950,,NA,0.46,NA,1383,NA,0.66,1355
2000,4/5/11,April,2011,101,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1356
2000,4/5/11,April,2011,127,Alicia Ashman,49,1,,NA,0.02,NA,6,,NA,0.12,NA,23,NA,0.47,1357
2000,4/5/11,April,2011,132,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,2,NA,0,1358
2000,4/5/11,April,2011,141,Alicia Ashman,5,1,,NA,0.2,NA,2,,NA,0.4,NA,2,NA,0.4,1359
2000,4/5/11,April,2011,83,The Jefferson,3305,550,,NA,0.17,NA,1080,,NA,0.33,NA,1688,NA,0.51,1360
2000,4/5/11,April,2011,110,The Jefferson,236,35,,NA,0.15,NA,68,,NA,0.29,NA,121,NA,0.51,1361
2000,4/5/11,April,2011,112,The Jefferson,87,14,,NA,0.16,NA,26,,NA,0.3,NA,52,NA,0.6,1362
2000,4/5/11,April,2011,119,The Jefferson,5,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1363
2000,4/5/11,April,2011,120,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1364
2000,4/5/11,April,2011,129,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1365
2000,4/5/11,April,2011,84,Odana Hills,1253,367,,NA,0.29,NA,652,,NA,0.52,NA,960,NA,0.77,1366
2000,4/5/11,April,2011,85,MG&E Innovation,1531,392,,NA,0.26,NA,730,,NA,0.48,NA,1121,NA,0.73,1367
2000,4/5/11,April,2011,86,Toki,2167,500,,NA,0.23,NA,999,,NA,0.46,NA,1432,NA,0.66,1368
2000,4/5/11,April,2011,87,Good Shepherd,1800,439,,NA,0.24,NA,842,,NA,0.47,NA,1200,NA,0.67,1369
2000,4/5/11,April,2011,88,Good Shepherd,597,106,,NA,0.18,NA,213,,NA,0.36,NA,356,NA,0.6,1370
2000,4/5/11,April,2011,89,Huegel,793,171,,NA,0.22,NA,313,,NA,0.39,NA,537,NA,0.68,1371
2000,4/5/11,April,2011,90,Heritage,1233,154,,NA,0.12,NA,393,,NA,0.32,NA,638,NA,0.52,1372
2000,4/5/11,April,2011,103,Heritage,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1373
2000,4/5/11,April,2011,91,St. Mary's,1923,293,,NA,0.15,NA,595,,NA,0.31,NA,1035,NA,0.54,1374
2000,4/5/11,April,2011,91,Capitoland,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1375
2000,4/5/11,April,2011,92,Chavez,2679,451,,NA,0.17,NA,792,,NA,0.3,NA,1412,NA,0.53,1376
2000,4/5/11,April,2011,135,Chavez,37,3,,NA,0.08,NA,9,,NA,0.24,NA,17,NA,0.46,1377
2000,4/5/11,April,2011,93,McKee,2468,401,,NA,0.16,NA,790,,NA,0.32,NA,1296,NA,0.53,1378
2000,4/5/11,April,2011,93,Heritage,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,1379
2000,4/5/11,April,2011,102,McKee,388,55,,NA,0.14,NA,130,,NA,0.34,NA,216,NA,0.56,1380
